Mni Mekej RuledOut
11.59578947368421 18.950000000000003 True
11.59578947368421 20.0 True
12.646315789473684 0.05 False
12.646315789473684 1.1 False
12.646315789473684 2.15 False
12.646315789473684 3.2 True
12.646315789473684 4.25 True
12.646315789473684 5.3 True
12.646315789473684 6.3500000000000005 True
12.646315789473684 7.4 True
12.646315789473684 8.450000000000001 True
12.646315789473684 9.500000000000002 True
12.646315789473684 10.55 True
12.646315789473684 11.600000000000001 True
12.646315789473684 12.650000000000002 True
12.646315789473684 13.700000000000001 True
12.646315789473684 14.750000000000002 True
12.646315789473684 15.8 True
12.646315789473684 16.85 True
12.646315789473684 17.900000000000002 True
12.646315789473684 18.950000000000003 True
12.646315789473684 20.0 True
13.696842105263158 0.05 False
13.696842105263158 1.1 False
13.696842105263158 2.15 False
13.696842105263158 3.2 True
13.696842105263158 4.25 True
13.696842105263158 5.3 True
13.696842105263158 6.3500000000000005 True
13.696842105263158 7.4 True
13.696842105263158 8.450000000000001 True
13.696842105263158 9.500000000000002 True
13.696842105263158 10.55 True
13.696842105263158 11.600000000000001 True
13.696842105263158 12.650000000000002 True
13.696842105263158 13.700000000000001 True
13.696842105263158 14.750000000000002 True
13.696842105263158 15.8 True
13.696842105263158 16.85 True
13.696842105263158 17.900000000000002 True
13.696842105263158 18.950000000000003 True
13.696842105263158 20.0 True
14.74736842105263 0.05 False
14.74736842105263 1.1 False
14.74736842105263 2.15 False
14.74736842105263 3.2 True
14.74736842105263 4.25 True
14.74736842105263 5.3 True
14.74736842105263 6.3500000000000005 True
14.74736842105263 7.4 True
14.74736842105263 8.450000000000001 True
14.74736842105263 9.500000000000002 True
14.74736842105263 10.55 True
14.74736842105263 11.600000000000001 True
14.74736842105263 12.650000000000002 True
14.74736842105263 13.700000000000001 True
14.74736842105263 14.750000000000002 True
14.74736842105263 15.8 True
14.74736842105263 16.85 True
14.74736842105263 17.900000000000002 True
14.74736842105263 18.950000000000003 True
14.74736842105263 20.0 True
15.797894736842105 0.05 False
15.797894736842105 1.1 False
15.797894736842105 2.15 True
15.797894736842105 3.2 True
15.797894736842105 4.25 True
15.797894736842105 5.3 True
15.797894736842105 6.3500000000000005 True
15.797894736842105 7.4 True
15.797894736842105 8.450000000000001 True
15.797894736842105 9.500000000000002 True
15.797894736842105 10.55 True
15.797894736842105 11.600000000000001 True
15.797894736842105 12.650000000000002 True
15.797894736842105 13.700000000000001 True
15.797894736842105 14.750000000000002 True
15.797894736842105 15.8 True
15.797894736842105 16.85 True
15.797894736842105 17.900000000000002 True
15.797894736842105 18.950000000000003 True
15.797894736842105 20.0 True
16.84842105263158 0.05 False
16.84842105263158 1.1 False
16.84842105263158 2.15 True
16.84842105263158 3.2 True
16.84842105263158 4.25 True
16.84842105263158 5.3 True
16.84842105263158 6.3500000000000005 True
16.84842105263158 7.4 True
16.84842105263158 8.450000000000001 True
16.84842105263158 9.500000000000002 True
16.84842105263158 10.55 True
16.84842105263158 11.600000000000001 True
16.84842105263158 12.650000000000002 True
16.84842105263158 13.700000000000001 True
16.84842105263158 14.750000000000002 True
16.84842105263158 15.8 True
16.84842105263158 16.85 True
16.84842105263158 17.900000000000002 True
16.84842105263158 18.950000000000003 True
16.84842105263158 20.0 True
17.89894736842105 0.05 False
17.89894736842105 1.1 False
17.89894736842105 2.15 True
17.89894736842105 3.2 True
17.89894736842105 4.25 True
17.89894736842105 5.3 True
17.89894736842105 6.3500000000000005 True
17.89894736842105 7.4 True
17.89894736842105 8.450000000000001 True
17.89894736842105 9.500000000000002 True
17.89894736842105 10.55 True
17.89894736842105 11.600000000000001 True
17.89894736842105 12.650000000000002 True
17.89894736842105 13.700000000000001 True
17.89894736842105 14.750000000000002 True
17.89894736842105 15.8 True
17.89894736842105 16.85 True
17.89894736842105 17.900000000000002 True
17.89894736842105 18.950000000000003 True
17.89894736842105 20.0 True
18.949473684210528 0.05 False
18.949473684210528 1.1 False
18.949473684210528 2.15 True
18.949473684210528 3.2 True
18.949473684210528 4.25 True
18.949473684210528 5.3 True
18.949473684210528 6.3500000000000005 True
18.949473684210528 7.4 True
18.949473684210528 8.450000000000001 True
18.949473684210528 9.500000000000002 True
18.949473684210528 10.55 True
18.949473684210528 11.600000000000001 True
18.949473684210528 12.650000000000002 True
18.949473684210528 13.700000000000001 True
18.949473684210528 14.750000000000002 True
18.949473684210528 15.8 True
18.949473684210528 16.85 True
18.949473684210528 17.900000000000002 True
18.949473684210528 18.950000000000003 True
18.949473684210528 20.0 True
20.0 0.05 False
20.0 1.1 False
20.0 2.15 True
20.0 3.2 True
20.0 4.25 True
20.0 5.3 True
20.0 6.3500000000000005 True
20.0 7.4 True
20.0 8.450000000000001 True
20.0 9.500000000000002 True
20.0 10.55 True
20.0 11.600000000000001 True
20.0 12.650000000000002 True
20.0 13.700000000000001 True
20.0 14.750000000000002 True
20.0 15.8 True
20.0 16.85 True
20.0 17.900000000000002 True
20.0 18.950000000000003 True
20.0 20.0 True
